evidence_id,paper_id,file_id,source_kind,source_url,page_start,page_end,figure,panel,table_no,equation_no,quote_sha256,extraction_method,evidence_level,confidence,verification_status,created_at,notes
E0023-TITLE,P0023,F0023,pdf_metadata_or_page_text,,,,,,,,c9e299d14f2b10b0b619f8b2e7884fc958e76516a6c32287ce0277d833e43c8c,pdf_metadata:title,E1,0.7,title_candidate_needs_review,2026-05-16T10:43:57+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0023-YEAR,P0023,F0023,pdf_metadata_or_page_text,,1,1,,,,,f83ead852219da5bbcd8d3316a05813ca48e2890a437df68a07dda986a927a72,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:43:57+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0024-TEXT,P0024,F0024,pdf_text_cache,,1,1,,,,,fccbaeab1bc2a6434937e1c1a70d1973f70be13517113caf126f70a2574189c2,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:43:58+00:00,Automatic text cache for search and later human review.
E0024-DOI,P0024,F0024,pdf_text_identifier,,1,1,,,,,3084ab298b2cfcf1d62449f194db2d865877832580837a924d2678229f9dbaeb,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:43:58+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0024-TITLE,P0024,F0024,pdf_metadata_or_page_text,,,,,,,,efdf8bd3d15618897adbf08096dffbe7f9064aa9b2cbe255ee27137d1f9ecaee,pdf_metadata:title,E1,0.7,title_candidate_needs_review,2026-05-16T10:43:58+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0024-YEAR,P0024,F0024,pdf_metadata_or_page_text,,1,1,,,,,ee8e09cbf849e186161c08760634e01e80ed0cab7177cbb90cbafd0ba1b7847a,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:43:58+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0025-TEXT,P0025,F0025,pdf_text_cache,,1,1,,,,,2b468b8f7f5a909ad3fafaf44c4ced737be9c2143408b8e04a165f744aac62b2,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:43:58+00:00,Automatic text cache for search and later human review.
E0025-ARXIV,P0025,F0025,pdf_text_identifier,,1,1,,,,,0fac47f3d3f5c51d1a2b6d912d1aaf6768cace290c5afb4b1e721b73403b2fc7,regex_arxiv_from_pdf_text,E1,0.75,identifier_extracted_needs_review,2026-05-16T10:43:58+00:00,arXiv identifier string found in local PDF text.
E0025-TITLE,P0025,F0025,pdf_metadata_or_page_text,,1,1,,,,,cb5b1a0b6bd15a97f181f7715623351365453fc9a4688593b40d40d0797106d4,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:43:58+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0025-YEAR,P0025,F0025,pdf_metadata_or_page_text,,1,1,,,,,ff3d29ba87092e91e1d2b09305a5d894f038f5854ab30dd0cb32e279d75647b8,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:43:58+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0026-TEXT,P0026,F0026,pdf_text_cache,,1,1,,,,,af82974f300d7144674f7150ee51182359fea761b5850eae0ecd904ab76ed5de,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:43:59+00:00,Automatic text cache for search and later human review.
E0026-DOI,P0026,F0026,pdf_text_identifier,,1,1,,,,,0fca6143d2c38cee0d9a3714b5351981fc357c4f3cc43694d721742fd11140a5,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:43:59+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0026-TITLE,P0026,F0026,pdf_metadata_or_page_text,,1,1,,,,,0f9b0dd21654291d76fa4406a8c582cf907d2af830b251602faae29227c588f7,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:43:59+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0026-YEAR,P0026,F0026,pdf_metadata_or_page_text,,1,1,,,,,f9c3e86ef48a3c1d14eb68c4dda9aea796a840e0fb491fc11feb4712c75bc252,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:43:59+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0027-TEXT,P0027,F0027,pdf_text_cache,,1,1,,,,,4f04e243421f4a7fdb7eeeadaaf07fc7888bb1157c8dc7e08dcf88a4bc78ad69,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:00+00:00,Automatic text cache for search and later human review.
E0027-DOI,P0027,F0027,pdf_text_identifier,,1,1,,,,,bfcb6b55d5a00a687d19577347606863060c7976286fd7aba28a9bb55e2a2dcb,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:00+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0027-ARXIV,P0027,F0027,pdf_text_identifier,,5,5,,,,,2dcd5c0bde5a8ae15f79c57c159b1b6aba95df94ff4bc2126ccf175fb9303bac,regex_arxiv_from_pdf_text,E1,0.75,identifier_extracted_needs_review,2026-05-16T10:44:00+00:00,arXiv identifier string found in local PDF text.
E0027-TITLE,P0027,F0027,pdf_metadata_or_page_text,,1,1,,,,,1f764a94f81c5af45aa0d75e3a1088dc9e7a2682724cc98c7f8736c387e13925,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:00+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0027-YEAR,P0027,F0027,pdf_metadata_or_page_text,,1,1,,,,,efbdc0f4c50d278497545946f7b21e2b1f36f1b03d118b13303ff934782eb2cf,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:00+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0028-TEXT,P0028,F0028,pdf_text_cache,,1,1,,,,,78e95d2a751d3885351ef9df5419da1546ec1aca0031d18ce0c8d1711ac4523e,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:01+00:00,Automatic text cache for search and later human review.
E0028-DOI,P0028,F0028,pdf_text_identifier,,1,1,,,,,8bcef38e9ae846ede75c3ed706be2123329b3c72a10e743eeee5d7c89b1f353c,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:01+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0028-TITLE,P0028,F0028,pdf_metadata_or_page_text,,1,1,,,,,d195b29f59cf38ad5c5ec32aa4751c16d2ad2f991b7dd659a057913e59c1a61f,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:01+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0028-YEAR,P0028,F0028,pdf_metadata_or_page_text,,1,1,,,,,698d55422d957c41881ebcb23cc416691a7b99562d64991ba9d755048af1d22e,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:01+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0029-TEXT,P0029,F0029,pdf_text_cache,,1,1,,,,,7f9a285f6acd9cb7a5cda6e4bd623caee40a24b21b7252ef604f91ce3e154d41,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:02+00:00,Automatic text cache for search and later human review.
E0029-DOI,P0029,F0029,pdf_text_identifier,,1,1,,,,,8d73d1de0e4dbdaac5974f66da8c8a5fe19e633b6c42af4b4d5b81fa6a1ee671,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:02+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0029-TITLE,P0029,F0029,pdf_metadata_or_page_text,,1,1,,,,,8934591380335242cd34bb08e1b17f61f29fd8d061b9ae57ff447b8567fac1c1,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:02+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0029-YEAR,P0029,F0029,pdf_metadata_or_page_text,,1,1,,,,,4c44dc9b17639149eb716658b7e80644b5d39efca4c770b0ef6062d8560da6b6,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:02+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0030-TEXT,P0030,F0030,pdf_text_cache,,1,1,,,,,d6869a362f6539d6d6e5df90e4ab0e3d03f3d0bdbfb5434b263b61154912a8f9,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:04+00:00,Automatic text cache for search and later human review.
E0030-DOI,P0030,F0030,pdf_text_identifier,,1,1,,,,,807755622f658189d4e70fc2e6c58573fec0347b5d1ef197177a112777a9f3aa,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:04+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0030-TITLE,P0030,F0030,pdf_metadata_or_page_text,,1,1,,,,,c1be04fbcefea6af73d955bbee8cc6b30011e267d80492b2c4d3582db82094e9,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:04+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0030-YEAR,P0030,F0030,pdf_metadata_or_page_text,,1,1,,,,,80bfa1c9f4f5cb39deff58813b0d2b79b06efeca3c29ae3e00ee166865523044,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:04+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0031-TEXT,P0031,F0031,pdf_text_cache,,1,1,,,,,45dbeefc22596de617d8046ca4514f4ebbd8e447576c1e511f1160a15e963101,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:05+00:00,Automatic text cache for search and later human review.
E0031-DOI,P0031,F0031,pdf_text_identifier,,1,1,,,,,e1f0d2b08021dfcabbf990bd18ddd6fceb3997efaeeda36d753c2b338e1b427f,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:05+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0031-ARXIV,P0031,F0031,pdf_text_identifier,,1,1,,,,,a2f3b71efdcbd37642aba0174a06a29a01e2d5377de6d3871d17de710dfc5469,regex_arxiv_from_pdf_text,E1,0.75,identifier_extracted_needs_review,2026-05-16T10:44:05+00:00,arXiv identifier string found in local PDF text.
E0031-TITLE,P0031,F0031,pdf_metadata_or_page_text,,1,1,,,,,d4dc68b09a42710665305f7d71a310a2f505d22b79af7e7321226984c7ac96e0,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:05+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0031-YEAR,P0031,F0031,pdf_metadata_or_page_text,,1,1,,,,,1492f956931976b0f5c2c16533e37211b7269f1c24374fe47aeaab504b2f16ba,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:05+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0032-TEXT,P0032,F0032,pdf_text_cache,,1,1,,,,,e800b022374d9dc6cadec7be1a3c9538cf9abef8d1f3b427eb6c002455c9f91c,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:05+00:00,Automatic text cache for search and later human review.
E0032-TITLE,P0032,F0032,pdf_metadata_or_page_text,,1,1,,,,,b862258032bb5dd716094cac1b6b709a929d53aac97365b6b89dbb0f3fa03b6a,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:05+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0032-YEAR,P0032,F0032,pdf_metadata_or_page_text,,1,1,,,,,be137f127c66d4a34ced786abc30a6cf68e0d37dfe0a85f34b837201003caf04,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:05+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0033-TEXT,P0033,F0033,pdf_text_cache,,1,1,,,,,22dd0e715daf7aee588fbf7f102ca78540f6b293e5ac9ea9e07e4e1d442d9e33,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:06+00:00,Automatic text cache for search and later human review.
E0033-DOI,P0033,F0033,pdf_text_identifier,,1,1,,,,,9cf1a41fd78367267cc3cc4fafcc8bbfef943eb982c70c1032f3ca8f30d47467,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:06+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0033-TITLE,P0033,F0033,pdf_metadata_or_page_text,,1,1,,,,,927a814aaf775890063fe0b6d01610d46896855bf45650005891d11ada7bd75b,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:06+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0033-YEAR,P0033,F0033,pdf_metadata_or_page_text,,1,1,,,,,572d8c495c3e188eee2b4a7b585f26b352e0f2b8a5cd71be9e60bcdb70478a03,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:06+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0034-TEXT,P0034,F0034,pdf_text_cache,,1,1,,,,,42b6381426b702b94ee5e31e4752b25006a7de0f87392b3eee52cb06daf85e9c,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:06+00:00,Automatic text cache for search and later human review.
E0034-TITLE,P0034,F0034,pdf_metadata_or_page_text,,1,1,,,,,5b2680097580a2eb3bc70eb3564a9986bd64c496d8f9cbc82a0ba32850f38f80,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:06+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0035-TEXT,P0035,F0035,pdf_text_cache,,1,1,,,,,ccbe3b9cc342768fadf82d57a1396242de2c236e36111920494328527f63db68,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:07+00:00,Automatic text cache for search and later human review.
E0035-DOI,P0035,F0035,pdf_text_identifier,,1,1,,,,,091f040f2a02aece656cc0f21c3028e8118e57adcb096c8e5ac126027d264ca6,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:07+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0035-TITLE,P0035,F0035,pdf_metadata_or_page_text,,,,,,,,63dfae9583ce0fb4b67ac77dfad4e8fb05ee905c17c10155cef0c3fd3c866f36,pdf_metadata:title,E1,0.7,title_candidate_needs_review,2026-05-16T10:44:07+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0035-YEAR,P0035,F0035,pdf_metadata_or_page_text,,1,1,,,,,c5415390d4c4dce986e79b7d07433c58cd1aa3a9051fff19710e785cf55cf5b9,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:07+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0036-TEXT,P0036,F0036,pdf_text_cache,,1,1,,,,,e8a2feabb62e232f79739a2297ab25a2e016bbb2883c9d326b9fd9e490432173,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:08+00:00,Automatic text cache for search and later human review.
E0036-DOI,P0036,F0036,pdf_text_identifier,,1,1,,,,,1fa96951b1ef0c2fca40d160d25317884ca381aba76c8d4077d800e89c661bc3,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:08+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0036-TITLE,P0036,F0036,pdf_metadata_or_page_text,,1,1,,,,,8417182f56d04721f374298508a60a614c16a7885b48750ec9c1baa327d54270,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:08+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0036-YEAR,P0036,F0036,pdf_metadata_or_page_text,,1,1,,,,,c82147d365a8c8e312d1115e0c7609a1dcf4a828b60d85bab250fcf860e8fed3,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:08+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0037-TEXT,P0037,F0037,pdf_text_cache,,1,1,,,,,d8be3fc481b2c55409e89d2aaa46de55739abbe324c0f325548c61017cfec6b9,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:09+00:00,Automatic text cache for search and later human review.
E0037-DOI,P0037,F0037,pdf_text_identifier,,1,1,,,,,338c01b7aa348832fe2e9ae6224f51ddff460ec9dafe786fb0801dd96fe4210d,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:09+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0037-TITLE,P0037,F0037,pdf_metadata_or_page_text,,,,,,,,fbc4a1d2be2138b6c1660e4f45b4b65bc9796fa6dba464c0a34273473b75b9a2,pdf_metadata:title,E1,0.7,title_candidate_needs_review,2026-05-16T10:44:09+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0037-YEAR,P0037,F0037,pdf_metadata_or_page_text,,1,1,,,,,fba5b797a465ffed40c73632a46de77b82fbfcd6cbd418879689cc46f3854305,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:09+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0038-TEXT,P0038,F0038,pdf_text_cache,,1,1,,,,,cb88fc9efd5abb5f35e2983ad05bbfae34435a1373f917c5b9e4c746f7245915,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:10+00:00,Automatic text cache for search and later human review.
E0038-DOI,P0038,F0038,pdf_text_identifier,,4,4,,,,,8478925f0b9b5cb8f2ca18a9a1f5816d014d73d7b05ad5e4ebb7af2944a6fa7e,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:10+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0038-ARXIV,P0038,F0038,pdf_text_identifier,,4,4,,,,,717f800f50b00abefce4b77255cb2b1b9ca145b3d5e97b27c061fe9f1e185629,regex_arxiv_from_pdf_text,E1,0.75,identifier_extracted_needs_review,2026-05-16T10:44:10+00:00,arXiv identifier string found in local PDF text.
E0038-TITLE,P0038,F0038,pdf_metadata_or_page_text,,,,,,,,e8cf085b0ca83c4ebceb80d538f36becf32ed054b60aadbdcb91705cc1f0d64b,pdf_metadata:title,E1,0.7,title_candidate_needs_review,2026-05-16T10:44:10+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0038-YEAR,P0038,F0038,pdf_metadata_or_page_text,,1,1,,,,,df5bdc71010ef25bbfc8fb2c8e2f7fbce7f743042543b4e46837f7fc5ff05762,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:10+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0039-TEXT,P0039,F0039,pdf_text_cache,,1,1,,,,,a10740bf8bfb411fcaa3fee53f36f820b085b09a7ec0821eaca291087d4f83ff,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:11+00:00,Automatic text cache for search and later human review.
E0039-DOI,P0039,F0039,pdf_text_identifier,,1,1,,,,,49b232e5d8c63de21385e3d73f906039e24f1b2fa8162b86ab6374d27a2bae73,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:11+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0039-TITLE,P0039,F0039,pdf_metadata_or_page_text,,1,1,,,,,8417182f56d04721f374298508a60a614c16a7885b48750ec9c1baa327d54270,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:11+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
E0039-YEAR,P0039,F0039,pdf_metadata_or_page_text,,1,1,,,,,ad77dac1ef41f9354320afc1ef3d39e4480cf12b84fbcf2b76d271a5c5d03284,pdf_text_candidate,E0,0.45,year_candidate_needs_review,2026-05-16T10:44:11+00:00,Year candidate from metadata/text; prefer Crossref year when DOI resolves.
E0040-TEXT,P0040,F0040,pdf_text_cache,,1,1,,,,,db7272460252b5f63451786e7355f8dfb1bbbe194412c61b6011d4bc91a3a7df,pymupdf_first_pages,E0,0.6,source_extracted_needs_review,2026-05-16T10:44:12+00:00,Automatic text cache for search and later human review.
E0040-DOI,P0040,F0040,pdf_text_identifier,,1,1,,,,,d6a249b913c8aa996a1d5eedfb24fd57f601ce4c4c44358e214a0008df892466,regex_doi_from_pdf_text,E1,0.8,identifier_extracted_needs_review,2026-05-16T10:44:12+00:00,Identifier string found in local PDF text; Crossref resolution stored separately when available.
E0040-TITLE,P0040,F0040,pdf_metadata_or_page_text,,1,1,,,,,8417182f56d04721f374298508a60a614c16a7885b48750ec9c1baa327d54270,pdf_page_1_text_candidate,E0,0.55,title_candidate_needs_review,2026-05-16T10:44:12+00:00,Title candidate; verify against title page or Crossref before using in final bibliography.
