observation_id,paper_id,external_id,file_id,observation_group,observation_type,quantity_name,value_text,value_numeric,unit,material,structure_name,wavelength_nm,frequency_thz,q_factor,fano_q,source_kind,source_url,page,figure,panel,table_no,evidence_id,extraction_method,verification_status,curation_status,confidence,notes
OBS-P0004-material-1-ab010dfad27a661f,P0004,,F0004,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0004-material-1-ab010dfad27a661f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0004-thickness-3-46c5902e8804bcbd,P0004,,F0004,structure,thickness,thickness/height,1.6,1.6,μm,,,1600.0,,,,local_pdf_text,,3,,,,E-OBS-P0004-thickness-3-46c5902e8804bcbd,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0004-thickness-3-a535ecfce98e2120,P0004,,F0004,structure,thickness,thickness/height,1.6,1.6,μm,,,1600.0,,,,local_pdf_text,,3,,,,E-OBS-P0004-thickness-3-a535ecfce98e2120,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-q_factor-1-192500ee066394e9,P0005,,F0005,resonance,q_factor,Q factor,211,211.0,,,,,,211.0,,local_pdf_text,,1,,,,E-OBS-P0005-q_factor-1-192500ee066394e9,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-q_factor-1-da157a820ccf0fa0,P0005,,F0005,resonance,q_factor,Q factor,380,380.0,,,,,,380.0,,local_pdf_text,,1,,,,E-OBS-P0005-q_factor-1-da157a820ccf0fa0,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-q_factor-1-33af0e509953e490,P0005,,F0005,resonance,q_factor,Q factor,294,294.0,,,,,,294.0,,local_pdf_text,,1,,,,E-OBS-P0005-q_factor-1-33af0e509953e490,regex:q_factor,candidate_needs_review,review_queue,0.62,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-067a95d229b58a7b,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-067a95d229b58a7b,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-9aedb862b04a4026,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-9aedb862b04a4026,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-efc9e6256e009004,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-efc9e6256e009004,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-d6ade7f0fbde95f4,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-d6ade7f0fbde95f4,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-59c69bd4ca89a13e,P0005,,F0005,material,material,material,Si,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-59c69bd4ca89a13e,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-09db6341be8f0fda,P0005,,F0005,material,material,material,silicon,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-09db6341be8f0fda,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-2308b6b73b2c99a1,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-2308b6b73b2c99a1,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-material-1-982a350860e3c983,P0005,,F0005,material,material,material,dielectric,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-material-1-982a350860e3c983,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-1-d7affe2bc3235f33,P0005,,F0005,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-k_space-1-d7affe2bc3235f33,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-1-4640efc6baaccce8,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-band_structure-1-4640efc6baaccce8,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-1-5366a8eadb99a295,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-band_structure-1-5366a8eadb99a295,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-1-0072d7c62ecb8a39,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0005-band_structure-1-0072d7c62ecb8a39,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-2-91f7b823caf7ae45,P0005,,F0005,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-k_space-2-91f7b823caf7ae45,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-2-58395bd66ee17478,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-band_structure-2-58395bd66ee17478,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-2-0463ab56808894de,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-band_structure-2-0463ab56808894de,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-2-e749cde1709e1843,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-polarization-2-e749cde1709e1843,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-2-89a1ccabcbc382ef,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-polarization-2-89a1ccabcbc382ef,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-2-6e9995fe96a1baec,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0005-polarization-2-6e9995fe96a1baec,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-3-ccd91a9d2206fde8,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0005-polarization-3-ccd91a9d2206fde8,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-5-50ad7bbcf7e306de,P0005,,F0005,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-k_space-5-50ad7bbcf7e306de,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-5-962d013fc05486de,P0005,,F0005,kspace,k_space,k-space / momentum-space,k-space,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-k_space-5-962d013fc05486de,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-5-919bd4999f7937f5,P0005,,F0005,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-k_space-5-919bd4999f7937f5,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-spectrum-5-83ba17253edc8b55,P0005,,F0005,spectrum,spectrum,spectrum,far-field,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-spectrum-5-83ba17253edc8b55,regex:spectrum,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-5-508a8c4956c9c9ab,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-polarization-5-508a8c4956c9c9ab,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-5-1f6af8c83fcb5915,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,5,,,,E-OBS-P0005-polarization-5-1f6af8c83fcb5915,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-thickness-7-9e24667bc0fa53f4,P0005,,F0005,structure,thickness,thickness/height,825,825.0,nm,,,825.0,,,,local_pdf_text,,7,,,,E-OBS-P0005-thickness-7-9e24667bc0fa53f4,regex:thickness,candidate_needs_review,review_queue,0.58,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-7-3996acf4f4ba1290,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0005-polarization-7-3996acf4f4ba1290,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-polarization-7-68c035cbf58a410a,P0005,,F0005,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,7,,,,E-OBS-P0005-polarization-7-68c035cbf58a410a,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-k_space-8-0ab7d8d5b1f20726,P0005,,F0005,kspace,k_space,k-space / momentum-space,momentum space,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0005-k_space-8-0ab7d8d5b1f20726,regex:k_space,candidate_needs_review,review_queue,0.5,Candidate physical observation from PDF text; not yet human verified.
OBS-P0005-band_structure-8-5c2d90301b9eeeba,P0005,,F0005,band,band_structure,band structure,leaky mode,,,,,,,,,local_pdf_text,,8,,,,E-OBS-P0005-band_structure-8-5c2d90301b9eeeba,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-1-40254d62d3aff457,P0006,,F0006,material,material,material,AlxGa1,1.0,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-material-1-40254d62d3aff457,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-1-f1366b4645d69f44,P0006,,F0006,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-band_structure-1-f1366b4645d69f44,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-1-4dad45a0562c03d2,P0006,,F0006,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-band_structure-1-4dad45a0562c03d2,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-1-c092f17e7a03150c,P0006,,F0006,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-band_structure-1-c092f17e7a03150c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-1-1def32fd77c1b252,P0006,,F0006,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-band_structure-1-1def32fd77c1b252,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-1-564c31d563f2d47c,P0006,,F0006,band,band_structure,band structure,radiation continuum,,,,,,,,,local_pdf_text,,1,,,,E-OBS-P0006-band_structure-1-564c31d563f2d47c,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-0394eaf2e58711a5,P0006,,F0006,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-0394eaf2e58711a5,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-f0fd5c1449337f4f,P0006,,F0006,material,material,material,silicon,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-f0fd5c1449337f4f,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-bb2005917b2b0f82,P0006,,F0006,material,material,material,silica,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-bb2005917b2b0f82,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-8b8cd58f318a2fac,P0006,,F0006,material,material,material,dielectric,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-8b8cd58f318a2fac,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-095dc09945a19a42,P0006,,F0006,material,material,material,silica,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-095dc09945a19a42,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-27ad5ea6ca7421c8,P0006,,F0006,material,material,material,silicon,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-27ad5ea6ca7421c8,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-material-2-5cb063c52d7f899c,P0006,,F0006,material,material,material,sin,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-material-2-5cb063c52d7f899c,regex:material,candidate_needs_review,review_queue,0.42,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-2-647a8eb2741dcebf,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,2,,,,E-OBS-P0006-polarization-2-647a8eb2741dcebf,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-3-f35fd46cc88cc520,P0006,,F0006,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0006-polarization-3-f35fd46cc88cc520,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-3-01b0692c8ef4d0e7,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0006-polarization-3-01b0692c8ef4d0e7,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-3-b281cce460119aab,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0006-polarization-3-b281cce460119aab,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-3-4aa9c7891db9222d,P0006,,F0006,polarization,polarization,polarization/topology,Polarization,,,,,,,,,local_pdf_text,,3,,,,E-OBS-P0006-polarization-3-4aa9c7891db9222d,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-4-3924cda86f59a814,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0006-polarization-4-3924cda86f59a814,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-4-021c8db6f406b507,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0006-polarization-4-021c8db6f406b507,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-polarization-4-c6e62a79da2fbda0,P0006,,F0006,polarization,polarization,polarization/topology,polarization,,,,,,,,,local_pdf_text,,4,,,,E-OBS-P0006-polarization-4-c6e62a79da2fbda0,regex:polarization,candidate_needs_review,review_queue,0.46,Candidate physical observation from PDF text; not yet human verified.
OBS-P0006-band_structure-6-3078502d695e4b13,P0006,,F0006,band,band_structure,band structure,band structure,,,,,,,,,local_pdf_text,,6,,,,E-OBS-P0006-band_structure-6-3078502d695e4b13,regex:band_structure,candidate_needs_review,review_queue,0.48,Candidate physical observation from PDF text; not yet human verified.
